gender,Partner,Dependents,PhoneService,tenure,MonthlyCharges
Male,Yes,No,Yes,56,100.55
Female,No,No,Yes,5,20.55
Female,No,No,No,2,42.6
Female,Yes,No,Yes,3,19.6
Male,No,No,Yes,37,67.45
Female,No,No,Yes,29,68.85
Male,No,No,Yes,8,43.55
Female,No,No,Yes,63,109.85
Female,Yes,Yes,Yes,7,20.65
Female,No,No,Yes,3,95.4
Male,Yes,Yes,Yes,72,21.0
Female,No,No,Yes,19,56.2
Female,Yes,No,Yes,59,18.4
Male,Yes,Yes,Yes,2,90.0
Female,Yes,Yes,Yes,35,25.75
Male,No,No,Yes,14,19.6
Female,No,No,Yes,14,75.35
Female,Yes,Yes,Yes,69,19.8
Male,Yes,No,Yes,7,64.2
Male,Yes,Yes,Yes,69,75.75
Female,Yes,Yes,Yes,72,78.95
Male,No,No,Yes,8,100.85
Female,Yes,Yes,Yes,4,50.3
Male,Yes,Yes,Yes,63,80.3
Male,No,No,Yes,72,19.85
Female,No,No,Yes,46,21.1
Female,Yes,No,Yes,5,69.95
Male,Yes,No,Yes,30,50.0
Male,No,No,Yes,63,104.75
Female,No,No,Yes,60,19.85
Female,Yes,No,Yes,63,107.5
Male,Yes,Yes,Yes,25,85.9
Male,No,No,Yes,1,45.85
Male,Yes,No,Yes,6,80.8
Male,No,No,Yes,22,25.25
Female,Yes,Yes,Yes,31,80.55
Female,Yes,Yes,Yes,39,81.5
Male,No,No,Yes,26,20.9
Female,Yes,No,Yes,53,106.1
Female,No,No,Yes,1,91.7
Male,No,No,Yes,12,67.25
Female,No,No,Yes,16,95.6
Female,No,No,Yes,2,20.35
Male,No,Yes,No,39,45.05
Male,No,No,Yes,1,74.95
Female,Yes,Yes,No,7,34.65
Male,No,No,Yes,4,69.35
Male,No,No,Yes,10,95.35
Female,No,No,Yes,55,81.55
Male,Yes,Yes,Yes,72,75.4
Female,Yes,No,Yes,10,67.8
Male,No,No,Yes,11,111.4
Female,Yes,Yes,Yes,15,46.3
Female,Yes,Yes,Yes,23,20.4
Male,No,Yes,Yes,1,20.05
Female,No,No,Yes,3,45.0
Male,Yes,Yes,Yes,47,96.1
Female,No,Yes,Yes,15,19.65
Male,No,No,Yes,66,99.5
Female,Yes,No,Yes,68,60.65
Female,Yes,Yes,Yes,17,98.6
Female,No,No,Yes,7,59.5
Male,Yes,No,Yes,12,80.45
Female,Yes,No,Yes,21,71.7
Male,No,No,No,21,36.0
Female,Yes,Yes,Yes,56,65.2
Female,Yes,Yes,Yes,6,48.95
Female,No,No,No,65,53.5
Male,Yes,No,Yes,42,80.45
Female,Yes,Yes,Yes,68,109.05
Male,Yes,Yes,Yes,48,26.3
Female,No,No,Yes,50,106.8
Female,No,No,Yes,7,64.95
Female,Yes,Yes,Yes,63,19.35
Male,No,No,Yes,17,21.1
Female,Yes,Yes,Yes,42,77.95
Male,Yes,Yes,Yes,4,18.85
Female,No,Yes,Yes,62,26.0
Male,No,No,Yes,2,74.7
Female,Yes,No,Yes,2,70.35
Male,Yes,No,Yes,48,96.9
Male,Yes,No,Yes,27,19.55
Female,Yes,Yes,Yes,70,80.4
Male,No,No,Yes,1,88.8
Male,Yes,No,Yes,46,94.65
Male,No,No,Yes,30,90.25
Female,No,No,Yes,15,64.65
Male,Yes,Yes,Yes,69,95.75
Male,No,No,Yes,65,19.55
Male,Yes,Yes,Yes,72,104.1
Male,Yes,No,Yes,13,89.05
Male,No,No,Yes,17,20.1
Male,Yes,No,Yes,51,111.55
Male,Yes,Yes,Yes,51,60.5
Female,Yes,No,Yes,72,90.95
Male,Yes,Yes,Yes,67,87.4
Male,No,No,Yes,34,19.7
Male,Yes,No,No,67,50.95
Female,Yes,No,Yes,49,20.05
Male,Yes,Yes,Yes,53,19.4
Male,No,No,Yes,27,59.45
Female,No,No,Yes,23,94.75
Male,No,No,Yes,69,81.5
Female,Yes,Yes,No,2,29.05
Female,No,No,Yes,35,86.45
Female,Yes,No,Yes,46,70.6
Female,No,No,Yes,54,97.2
Female,Yes,No,Yes,56,98.25
Female,Yes,No,Yes,9,75.75
Male,No,No,Yes,20,59.2
Male,No,No,Yes,11,75.9
Female,Yes,No,Yes,30,90.05
Male,Yes,No,Yes,68,70.95
Male,Yes,No,Yes,38,102.6
Female,Yes,No,Yes,17,85.35
Male,No,No,Yes,48,106.1
Female,No,No,Yes,1,43.8
Male,Yes,Yes,No,63,59.0
Female,No,No,Yes,3,69.95
Female,No,No,Yes,48,24.35
Male,No,No,No,66,29.45
Female,Yes,Yes,Yes,68,84.4
Male,No,No,Yes,17,45.05
Female,Yes,Yes,Yes,7,20.65
Male,Yes,No,Yes,72,87.1
Female,Yes,No,Yes,29,19.85
Male,Yes,No,Yes,37,90.35
Female,No,No,Yes,34,109.8
Female,No,No,Yes,42,84.65
Female,Yes,Yes,Yes,59,65.5
Male,Yes,Yes,Yes,11,79.5
Male,Yes,Yes,Yes,60,80.95
Female,No,No,Yes,27,56.15
Female,No,No,Yes,1,85.8
Male,No,No,Yes,1,79.1
Male,Yes,No,No,17,34.4
Male,Yes,No,Yes,58,20.75
Male,Yes,Yes,Yes,1,18.8
Female,Yes,Yes,Yes,3,44.3
Female,No,No,Yes,53,90.8
Male,No,No,Yes,35,25.6
Male,Yes,Yes,Yes,50,105.95
Male,Yes,Yes,Yes,68,70.8
Male,Yes,No,Yes,47,25.4
Female,Yes,No,Yes,65,108.8
Male,No,No,Yes,5,69.75
Male,Yes,No,Yes,51,94.65
Female,No,No,Yes,46,96.05
Female,No,No,Yes,9,76.85
Female,No,No,Yes,8,20.25
Male,No,No,Yes,14,24.8
Female,No,No,Yes,45,115.65
Female,No,No,Yes,8,74.6
Male,No,Yes,Yes,1,50.15
Male,Yes,Yes,Yes,66,103.15
Male,Yes,Yes,Yes,72,72.1
Female,Yes,No,Yes,41,113.6
Female,Yes,Yes,Yes,23,25.1
Female,No,No,Yes,29,78.9
Female,No,No,Yes,4,80.15
Male,Yes,Yes,Yes,6,25.4
Female,Yes,No,Yes,67,105.4
Male,No,Yes,Yes,7,45.75
Male,Yes,Yes,Yes,56,24.45
Female,Yes,No,Yes,72,25.0
Male,Yes,No,Yes,72,85.25
Male,Yes,Yes,Yes,23,19.6
Female,No,Yes,Yes,35,50.15
Male,Yes,No,Yes,27,70.55
Female,Yes,Yes,Yes,26,60.05
Male,Yes,Yes,Yes,12,26.4
Female,No,No,Yes,40,20.15
Male,Yes,Yes,No,7,58.85
Male,Yes,Yes,Yes,70,97.55
Male,Yes,Yes,Yes,60,19.65
Male,Yes,Yes,No,39,25.25
Male,Yes,No,Yes,72,114.45
Female,No,No,No,1,34.7
Male,Yes,Yes,Yes,54,70.7
Male,No,No,Yes,3,85.3
Female,Yes,Yes,Yes,63,75.55
Male,Yes,Yes,Yes,71,84.8
Female,No,No,Yes,42,20.65
Male,No,No,Yes,47,20.45
Female,Yes,Yes,Yes,66,102.45
Female,Yes,No,Yes,21,104.4
Male,No,No,No,11,35.65
Male,No,Yes,Yes,1,99.75
Female,Yes,No,Yes,55,90.45
Male,No,No,Yes,69,97.65
Female,No,No,Yes,3,73.85
Male,No,No,Yes,4,74.4
Male,No,No,Yes,30,69.1
Female,No,No,Yes,5,82.75
Female,Yes,No,Yes,71,24.4
Female,No,No,Yes,29,55.25
Male,Yes,No,Yes,52,61.35
Male,No,No,Yes,68,76.75
Female,Yes,Yes,Yes,46,19.4
Male,No,No,Yes,8,54.75
Male,Yes,No,Yes,72,19.7
Female,No,No,Yes,17,19.9
Male,No,No,Yes,3,107.95
Female,No,No,Yes,2,83.8
Female,No,No,Yes,9,74.25
Female,No,No,No,51,56.4
Female,Yes,Yes,Yes,6,20.1
Female,Yes,No,Yes,3,94.9
Female,No,No,Yes,17,94.2
Male,Yes,No,Yes,30,49.9
Male,No,No,Yes,31,71.05
Female,No,No,Yes,45,81.65
Male,Yes,No,Yes,64,89.45
Male,No,No,Yes,1,59.85
Female,No,No,Yes,1,69.6
Male,Yes,Yes,Yes,61,99.0
Male,No,No,Yes,1,19.05
Male,No,No,No,9,45.4
Male,Yes,Yes,Yes,72,114.45
Female,No,No,Yes,1,19.5
Female,Yes,No,Yes,7,44.25
Female,Yes,No,Yes,66,90.55
Male,No,No,Yes,1,69.9
Male,Yes,Yes,Yes,40,20.4
Male,No,No,Yes,16,71.4
Female,No,No,Yes,2,87.15
Male,Yes,No,Yes,67,24.85
Female,Yes,No,Yes,41,104.45
Female,Yes,Yes,Yes,56,19.8
Female,No,No,Yes,72,116.45
Female,Yes,Yes,Yes,3,84.75
Female,Yes,No,Yes,54,20.05
Male,No,No,Yes,52,110.75
Female,No,No,Yes,50,89.7
Male,No,No,Yes,14,89.95
Male,Yes,No,Yes,27,48.7
Female,Yes,No,Yes,72,96.6
Male,No,No,Yes,62,74.3
Female,No,No,Yes,12,54.3
Female,No,No,Yes,44,74.85
Male,Yes,Yes,Yes,54,79.95
Female,No,No,Yes,68,20.05
Male,No,No,Yes,20,19.4
Male,Yes,Yes,Yes,50,54.9
Male,No,No,Yes,58,24.45
Male,Yes,Yes,Yes,35,89.65
Female,No,No,Yes,2,45.4
Male,Yes,Yes,Yes,63,75.7
Female,Yes,No,Yes,58,110.65
Female,Yes,Yes,Yes,27,20.55
Female,Yes,No,Yes,71,115.15
Female,No,No,Yes,63,58.55
Male,Yes,No,Yes,71,93.25
Female,No,No,Yes,41,113.2
Male,No,No,Yes,13,90.5
Male,No,No,Yes,2,79.0
Female,Yes,Yes,Yes,68,19.35
Male,Yes,Yes,Yes,1,48.75
Male,No,No,Yes,65,109.05
Male,Yes,No,Yes,72,25.0
Female,No,No,Yes,28,54.9
Male,Yes,Yes,Yes,72,24.75
Female,No,No,Yes,2,91.15
Female,No,Yes,Yes,18,20.15
Male,Yes,No,Yes,60,104.35
Female,No,No,Yes,26,66.05
Male,No,Yes,Yes,1,71.65
Female,No,No,Yes,4,20.35
Male,Yes,Yes,Yes,68,92.2
Female,No,No,Yes,38,84.25
Female,Yes,No,Yes,42,105.2
Female,Yes,No,Yes,57,19.6
Male,Yes,No,No,54,30.4
Female,No,No,Yes,12,78.1
Female,Yes,No,Yes,44,61.5
Male,Yes,Yes,Yes,42,69.4
Male,Yes,Yes,Yes,72,24.75
Female,Yes,Yes,Yes,71,91.05
Female,Yes,No,Yes,19,89.65
Female,Yes,No,Yes,23,73.65
Female,No,No,Yes,30,19.4
Male,No,No,Yes,35,26.2
Female,No,No,Yes,10,98.7
Male,No,No,Yes,1,43.85
Male,No,No,Yes,22,69.7
Male,Yes,Yes,No,7,38.55
Female,No,No,No,36,53.1
Female,Yes,Yes,Yes,34,20.65
Male,Yes,Yes,Yes,72,64.45
Male,Yes,Yes,Yes,36,25.1
Female,No,No,Yes,1,76.35
Female,No,No,Yes,23,79.15
Male,Yes,No,Yes,32,85.0
Female,Yes,Yes,Yes,71,95.15
Female,No,No,Yes,23,79.35
Male,Yes,No,Yes,17,96.65
Male,No,No,Yes,1,75.5
Male,Yes,Yes,Yes,12,19.7
Female,Yes,No,Yes,72,20.5
Male,No,No,Yes,1,19.2
Male,Yes,No,Yes,72,98.35
Male,Yes,Yes,Yes,60,74.35
Female,Yes,Yes,No,61,51.35
Female,Yes,No,Yes,6,45.65
Male,Yes,No,Yes,32,85.3
Female,No,Yes,Yes,31,86.55
Male,No,No,Yes,19,73.85
Male,Yes,Yes,Yes,72,20.3
Female,No,No,Yes,32,54.2
Male,Yes,No,Yes,65,90.65
Female,Yes,Yes,No,45,50.9
Male,No,No,Yes,42,25.05
Male,No,No,Yes,8,74.85
Male,No,Yes,Yes,32,20.5
Female,Yes,No,Yes,22,63.55
Male,Yes,No,No,57,44.85
Male,No,No,Yes,1,47.95
Male,No,No,Yes,1,45.1
Female,Yes,No,Yes,1,45.0
Male,No,No,Yes,24,96.0
Male,No,No,Yes,1,20.05
Male,No,No,Yes,54,90.05
Female,No,No,Yes,4,25.3
Male,Yes,Yes,Yes,65,108.65
Female,Yes,No,Yes,56,24.3
Male,No,No,Yes,45,75.95
Female,Yes,Yes,Yes,71,19.7
Male,Yes,No,Yes,59,66.4
Male,No,No,No,69,35.75
Male,No,No,Yes,19,18.8
Female,Yes,Yes,Yes,55,19.4
Female,No,No,Yes,38,19.3
Male,No,No,Yes,10,45.55
Female,Yes,No,Yes,47,67.45
Female,Yes,No,No,2,35.1
Male,No,No,Yes,1,46.2
Female,No,No,Yes,1,45.15
Male,No,No,No,1,43.3
Male,Yes,Yes,Yes,46,20.1
Female,No,No,Yes,38,57.15
Female,Yes,No,Yes,65,58.9
Female,Yes,No,Yes,19,73.2
Male,No,No,Yes,52,85.35
Male,Yes,Yes,Yes,71,19.45
Female,No,No,Yes,1,45.95
Female,No,No,No,52,50.5
Male,Yes,No,Yes,6,25.1
Female,Yes,No,Yes,26,60.7
Male,No,No,Yes,48,99.0
Female,Yes,Yes,Yes,64,104.4
Female,No,No,Yes,3,83.75
Male,No,No,Yes,1,44.05
Male,Yes,Yes,Yes,72,24.1
Male,No,No,Yes,1,45.55
Female,Yes,Yes,Yes,51,93.8
Female,Yes,Yes,Yes,41,19.7
Female,Yes,Yes,Yes,72,70.65
Female,Yes,No,Yes,43,86.45
Male,Yes,No,Yes,72,114.1
Male,Yes,No,Yes,47,95.2
Male,No,No,Yes,72,88.55
Male,No,No,Yes,3,20.75
Male,No,No,Yes,1,70.05
Male,No,No,Yes,2,86.0
Male,No,No,No,26,44.65
Male,Yes,Yes,Yes,29,60.2
Female,Yes,No,Yes,35,100.5
Male,No,No,Yes,27,55.45
Male,Yes,Yes,Yes,24,70.3
Male,Yes,Yes,Yes,67,60.4
Female,No,No,Yes,16,72.65
Female,No,No,Yes,23,55.8
Male,No,No,No,14,31.1
Female,Yes,Yes,Yes,1,21.0
Female,No,No,Yes,1,45.1
Male,No,No,No,4,50.95
Male,No,Yes,Yes,16,69.1
Female,Yes,No,No,46,43.95
Male,No,Yes,Yes,68,86.5
Male,No,No,Yes,38,69.95
Male,Yes,No,Yes,30,50.4
Female,No,No,Yes,5,78.95
Male,No,No,Yes,17,90.95
Male,Yes,Yes,Yes,4,19.9
Female,No,No,Yes,12,20.15
Male,Yes,Yes,Yes,72,90.6
Male,No,No,Yes,3,92.0
Male,No,No,Yes,56,94.45
Female,No,No,Yes,41,24.85
Male,No,No,No,40,36.0
Female,No,No,Yes,7,78.5
Male,No,No,Yes,69,19.95
Male,Yes,Yes,Yes,7,20.65
Female,Yes,Yes,No,5,30.5
Female,Yes,Yes,Yes,72,106.1
Male,Yes,Yes,Yes,44,20.5
Female,No,No,Yes,65,95.5
Female,No,No,Yes,3,64.6
Male,No,No,Yes,24,51.1
Female,No,No,Yes,44,84.8
Female,Yes,No,Yes,72,89.1
Male,No,No,Yes,24,54.95
Male,No,No,Yes,1,50.9
Male,Yes,No,Yes,22,20.45
Male,Yes,Yes,Yes,70,85.95
Male,Yes,Yes,Yes,25,60.35
Male,Yes,Yes,Yes,37,19.8
Female,Yes,Yes,Yes,22,85.35
Female,Yes,Yes,Yes,59,72.1
Male,Yes,Yes,Yes,49,99.8
Male,Yes,Yes,Yes,47,107.35
Female,Yes,Yes,Yes,31,19.55
Male,Yes,Yes,Yes,1,81.05
Male,No,No,Yes,3,20.5
Female,Yes,No,Yes,53,111.8
Male,No,No,Yes,1,20.2
Male,No,No,Yes,20,19.7
Female,No,No,Yes,3,79.1
Female,No,No,Yes,51,19.85
Female,Yes,No,Yes,51,60.5
Female,Yes,Yes,Yes,13,19.55
Female,No,No,Yes,1,20.9
Male,No,Yes,Yes,1,21.05
Male,No,No,Yes,63,71.5
Male,No,No,Yes,3,54.65
Male,No,No,Yes,46,19.2
Male,No,No,Yes,1,49.8
Male,No,Yes,No,8,25.5
Female,Yes,Yes,Yes,71,20.5
Male,Yes,Yes,Yes,55,90.4
Female,No,No,Yes,70,90.25
Female,No,No,Yes,2,80.75
Male,Yes,Yes,Yes,67,104.6
Male,Yes,No,Yes,65,91.85
Male,Yes,No,Yes,14,50.2
Female,Yes,Yes,Yes,20,95.5
Male,No,Yes,Yes,1,75.35
Male,No,No,Yes,1,75.45
Female,Yes,Yes,Yes,49,95.4
Female,No,No,Yes,72,101.3
Female,Yes,No,Yes,46,53.1
Male,No,No,Yes,24,84.85
Female,Yes,Yes,No,5,34.25
Female,Yes,Yes,Yes,33,88.6
Female,No,No,Yes,42,60.15
Male,No,No,Yes,23,99.95
Male,No,No,Yes,8,70.7
Male,No,No,Yes,66,54.8
Male,No,No,Yes,24,49.55
Male,No,No,Yes,24,54.8
Male,No,No,Yes,69,78.6
Female,No,No,Yes,53,100.3
Female,No,No,No,60,53.6
Female,Yes,No,Yes,7,81.1
Female,No,No,Yes,20,19.35
Female,Yes,Yes,Yes,23,85.6
Male,Yes,Yes,Yes,72,80.8
Male,Yes,No,Yes,11,74.95
Male,No,No,Yes,21,19.6
Male,No,No,Yes,1,93.55
Male,No,No,Yes,31,90.7
Female,No,No,Yes,57,69.75
Female,Yes,Yes,Yes,45,20.0
Male,No,No,Yes,10,95.25
Female,Yes,No,Yes,58,102.1
Male,No,Yes,Yes,14,19.95
Male,Yes,No,Yes,27,80.85
Female,Yes,Yes,Yes,14,90.9
Female,Yes,Yes,No,12,29.2
Female,Yes,Yes,Yes,69,93.3
Female,Yes,Yes,Yes,25,89.15
Male,Yes,No,Yes,58,108.85
Female,Yes,Yes,No,35,46.35
Female,No,No,Yes,16,84.75
Male,Yes,Yes,Yes,45,78.75
Female,No,No,Yes,17,83.55
Female,Yes,Yes,Yes,1,45.7
Male,No,No,Yes,22,19.6
Female,No,No,Yes,1,69.95
Male,Yes,Yes,Yes,67,67.85
Female,Yes,Yes,Yes,67,105.65
Female,Yes,No,No,2,44.6
Male,No,No,Yes,23,74.95
Female,No,No,Yes,9,75.5
Female,No,No,Yes,5,20.15
Male,No,No,No,54,45.2
Female,No,No,Yes,57,95.25
Male,No,No,Yes,24,89.85
Female,Yes,Yes,Yes,49,100.45
Male,No,No,Yes,5,47.15
Male,No,No,Yes,2,80.2
Female,No,Yes,Yes,4,87.1
Male,Yes,Yes,Yes,70,79.25
Male,No,No,Yes,5,75.9
Male,Yes,Yes,Yes,53,85.7
Female,Yes,No,Yes,47,98.75
Female,No,Yes,Yes,31,20.1
Male,Yes,Yes,Yes,13,61.8
Female,Yes,Yes,Yes,28,49.9
Female,No,No,Yes,10,86.45
Male,Yes,No,Yes,38,20.4
Female,No,No,Yes,1,45.3
Male,Yes,No,Yes,67,104.1
Male,Yes,No,Yes,52,75.4
Male,Yes,Yes,Yes,62,108.15
Female,No,No,Yes,16,86.25
Female,Yes,No,Yes,5,81.0
Male,No,No,Yes,12,95.7
Female,Yes,Yes,Yes,72,116.85
Male,No,No,Yes,71,105.75
Female,Yes,No,Yes,24,20.15
Female,No,No,Yes,15,19.6
Male,Yes,No,Yes,67,90.6
Male,No,Yes,Yes,2,60.95
Female,Yes,Yes,No,5,25.05
Female,Yes,No,Yes,15,88.15
Male,No,No,Yes,1,20.2
Male,Yes,Yes,Yes,41,60.3
Female,No,Yes,Yes,43,63.95
Male,Yes,No,Yes,1,74.3
Female,No,No,Yes,1,70.6
Female,Yes,Yes,Yes,26,90.8
Male,No,No,Yes,22,79.35
Male,Yes,No,Yes,71,90.55
Male,No,No,Yes,7,19.45
Female,No,No,Yes,28,64.45
Male,No,No,Yes,16,69.65
Male,No,No,Yes,7,19.5
Female,No,No,Yes,69,110.5
Female,No,Yes,No,1,24.7
Male,No,No,Yes,3,77.4
Male,No,No,Yes,21,96.8
Female,Yes,No,Yes,69,85.4
Female,Yes,No,No,71,47.6
Female,Yes,Yes,Yes,69,19.4
Female,No,No,Yes,48,103.85
Male,Yes,No,Yes,47,83.35
Female,No,No,Yes,2,49.4
Male,No,No,Yes,45,108.45
Male,No,No,Yes,51,81.0
Female,Yes,No,Yes,22,79.2
Male,No,No,Yes,72,86.65
Male,Yes,Yes,Yes,37,92.95
Male,Yes,Yes,Yes,71,90.35
Male,Yes,Yes,Yes,7,48.7
Female,No,No,Yes,66,25.15
Male,Yes,Yes,Yes,51,76.4
Female,Yes,Yes,Yes,30,19.55
Female,No,No,Yes,34,85.35
Male,Yes,Yes,Yes,64,24.8
Male,Yes,No,Yes,65,103.15
Male,No,No,Yes,47,100.75
Female,No,No,Yes,1,95.6
Female,No,No,Yes,49,59.75
Female,Yes,Yes,Yes,67,94.1
Male,No,Yes,Yes,39,19.35
Male,No,No,Yes,14,19.9
Female,No,No,Yes,43,108.15
Male,No,No,Yes,56,101.05
Female,No,No,Yes,14,59.1
Female,No,No,Yes,1,71.35
Male,Yes,Yes,Yes,16,55.85
Male,Yes,Yes,Yes,70,106.05
Male,Yes,No,Yes,72,84.1
Female,Yes,Yes,Yes,23,75.3
Male,No,Yes,Yes,21,24.7
Female,No,No,Yes,1,20.15
Male,No,Yes,Yes,1,69.75
Female,Yes,No,Yes,32,93.2
Male,Yes,Yes,Yes,17,80.85
Female,No,No,No,4,33.65
Female,No,No,Yes,36,55.8
Female,No,No,No,50,39.7
Female,Yes,Yes,No,48,29.5
Female,No,Yes,Yes,50,20.15
Male,Yes,No,Yes,72,79.55
Male,No,Yes,Yes,10,24.8
Female,No,No,Yes,18,19.65
Male,No,No,Yes,1,79.95
Female,No,No,Yes,1,19.3
Male,No,No,Yes,9,94.05
Male,No,No,Yes,2,90.75
Female,Yes,No,Yes,40,78.85
Male,Yes,No,Yes,69,99.5
Female,Yes,No,Yes,37,99.2
Male,No,Yes,Yes,18,80.55
Male,Yes,No,Yes,11,70.2
Female,Yes,No,Yes,8,85.2
Female,No,No,Yes,3,75.25
Male,Yes,Yes,Yes,55,59.45
Male,Yes,No,Yes,33,93.35
Female,No,No,Yes,46,44.95
Male,No,No,Yes,34,26.1
Female,No,No,Yes,3,20.2
Male,Yes,Yes,Yes,30,21.25
Female,No,No,Yes,33,59.4
Male,Yes,Yes,Yes,45,95.0
Male,No,No,Yes,40,61.9
Female,No,No,Yes,71,118.65
Male,No,No,Yes,1,54.35
Female,Yes,Yes,No,72,64.45
Female,Yes,Yes,Yes,22,80.15
Male,Yes,Yes,Yes,46,20.2
Female,Yes,Yes,Yes,55,21.0
Male,No,No,Yes,1,20.45
Female,No,No,Yes,12,75.85
Male,No,No,Yes,31,80.45
Male,Yes,No,No,5,24.95
Female,Yes,Yes,Yes,67,75.5
Male,No,No,Yes,1,44.45
Male,Yes,No,No,40,42.35
Male,Yes,Yes,Yes,41,74.55
Male,No,No,Yes,1,75.3
Male,No,No,Yes,51,94.8
Male,Yes,Yes,No,42,48.15
Male,Yes,Yes,Yes,23,19.65
Female,No,No,Yes,1,70.55
Female,No,No,Yes,1,20.15
Female,No,No,Yes,56,106.6
Male,No,Yes,Yes,15,91.0
Male,Yes,Yes,Yes,12,25.4
Female,Yes,Yes,Yes,54,69.95
Female,No,No,Yes,7,66.85
Female,Yes,Yes,Yes,33,86.15
Male,Yes,Yes,Yes,16,20.15
Female,No,Yes,Yes,21,64.85
Male,Yes,No,Yes,30,74.85
Male,No,No,Yes,3,50.5
Male,No,No,Yes,11,72.9
Female,No,No,Yes,62,115.05
Male,No,No,Yes,18,19.0
Male,No,Yes,Yes,6,19.55
Female,No,No,Yes,46,101.1
Male,No,No,Yes,21,84.1
Male,No,No,Yes,68,24.15
Female,No,No,Yes,1,50.1
Female,Yes,No,Yes,25,74.6
Female,No,Yes,Yes,24,19.75
Female,Yes,No,Yes,30,85.0
Female,No,No,Yes,2,80.55
Male,Yes,No,Yes,51,106.8
Female,Yes,Yes,Yes,57,84.5
Female,No,No,Yes,15,25.05
Female,Yes,Yes,Yes,72,83.7
Female,No,No,Yes,2,75.8
Male,Yes,No,Yes,28,96.6
Male,Yes,No,Yes,29,98.5
Male,Yes,Yes,Yes,70,101.1
Female,No,No,Yes,13,20.2
Female,Yes,No,Yes,59,94.05
Male,Yes,No,Yes,13,95.25
Male,Yes,No,Yes,7,74.4
Female,Yes,No,Yes,62,81.0
Female,No,No,Yes,21,60.25
Female,No,No,Yes,2,60.85
Female,No,No,Yes,1,43.95
Male,No,No,Yes,4,86.05
Female,No,No,Yes,19,20.25
Female,No,No,Yes,30,85.15
Male,Yes,Yes,Yes,67,19.4
Male,Yes,No,Yes,72,102.65
Male,Yes,No,Yes,53,19.9
Female,No,No,Yes,5,19.55
Male,Yes,No,Yes,71,95.5
Female,Yes,Yes,Yes,50,84.15
Male,Yes,Yes,Yes,56,103.2
Male,No,No,Yes,2,50.2
Female,No,No,Yes,2,88.55
Male,Yes,Yes,Yes,24,54.75
Male,Yes,Yes,Yes,46,19.95
Male,Yes,No,Yes,71,116.25
Female,No,No,No,29,31.2
Male,Yes,Yes,Yes,69,24.45
Male,Yes,No,Yes,71,84.2
Female,No,No,Yes,1,91.3
Male,Yes,No,Yes,56,85.65
Male,No,Yes,Yes,56,21.2
Male,No,No,Yes,1,79.5
Female,Yes,No,Yes,28,25.55
Female,Yes,Yes,Yes,19,20.2
Male,Yes,No,Yes,66,63.85
Female,Yes,Yes,Yes,17,61.95
Male,Yes,Yes,Yes,52,25.75
Female,No,No,Yes,19,58.2
Female,No,No,Yes,36,85.85
Male,Yes,No,Yes,7,70.1
Male,Yes,Yes,Yes,72,104.9
Male,Yes,Yes,Yes,67,111.3
Male,No,No,Yes,34,99.85
Male,Yes,No,Yes,57,95.25
Female,Yes,No,Yes,7,86.25
Female,Yes,No,Yes,1,100.8
Male,Yes,No,Yes,8,19.55
Female,No,No,Yes,69,104.0
Female,Yes,No,Yes,50,104.4
Male,No,No,Yes,10,19.5
Female,Yes,Yes,Yes,12,25.25
Female,No,No,Yes,14,86.3
Female,Yes,No,No,70,49.85
Female,No,No,Yes,64,108.95
Female,Yes,Yes,Yes,66,89.9
Female,Yes,Yes,Yes,71,82.0
Male,No,No,Yes,20,89.95
Male,Yes,No,Yes,72,79.35
Female,Yes,Yes,Yes,71,64.05
Male,Yes,Yes,Yes,38,101.15
Female,No,No,Yes,28,89.95
Male,Yes,No,Yes,17,76.45
Male,No,No,No,33,39.1
Female,Yes,Yes,No,23,34.6
Male,Yes,Yes,Yes,58,19.55
Female,Yes,No,Yes,70,104.45
Male,Yes,No,Yes,4,70.5
Male,Yes,Yes,Yes,45,20.35
Male,No,No,Yes,10,70.0
Male,Yes,Yes,Yes,36,19.45
Male,No,No,Yes,54,69.9
Male,Yes,Yes,Yes,23,59.7
Female,Yes,Yes,Yes,41,78.35
Male,No,No,Yes,5,71.45
Male,Yes,Yes,No,27,45.85
Female,No,No,Yes,1,95.85
Female,Yes,Yes,No,67,35.7
Female,Yes,Yes,Yes,72,89.55
Female,Yes,Yes,Yes,56,24.95
Male,Yes,Yes,Yes,44,24.85
Female,Yes,No,Yes,66,100.8
Female,No,No,Yes,34,64.4
Female,Yes,No,Yes,69,105.35
Female,Yes,Yes,Yes,1,102.45
Female,No,No,Yes,40,19.65
Male,Yes,Yes,Yes,30,54.45
Female,No,No,Yes,11,70.5
Female,No,No,Yes,15,20.1
Male,No,No,Yes,11,69.35
Female,Yes,Yes,Yes,64,19.8
Male,Yes,No,Yes,72,74.4
Male,Yes,No,Yes,72,93.05
Female,No,Yes,Yes,1,51.2
Female,No,Yes,Yes,15,65.6
Female,No,No,Yes,60,80.55
Male,No,No,Yes,56,52.7
Female,No,No,Yes,8,20.85
Female,No,No,Yes,3,80.1
Female,Yes,No,Yes,49,52.15
Female,No,No,Yes,2,80.2
Female,No,No,Yes,6,98.15
Male,No,No,Yes,70,114.95
Male,No,No,Yes,12,112.95
Male,Yes,No,Yes,52,104.45
Female,Yes,No,Yes,72,113.65
Female,No,No,Yes,40,20.6
Female,No,No,Yes,1,70.9
Female,No,No,Yes,3,86.85
Female,No,No,Yes,40,91.55
